"Lot #","Claim #",Status,Description,VIN,"Primary Damage","Secondary Damage",Keys,"Drivability Rating",Engine,Drive,"Missing Parts",Seller,Adjuster,"Cert Received Date",Odometer,"Odometer Brand","Original Title State","Original Title Type","Sale Title State","Sale Title Type","Title Reviewed","Sale Location","Physical Location","Auction Date","Item #","Row Location","# of Runs","Days in Yard","Advance Charges",ACV,"Repair Cost","Current Bid",Reserve,"Reserve Amount","Reserve %",Reviewed,"Auction Comment"
40443823,0,"READY FOR AUCTION","2022 HONDA ACCORD SE",1HGCV1F46NA014938,"FRONT END",,YES,DRIVES,"1.5L  4","Front-wheel Drive",NO,"X159 - KAJ INC","DO NOT CALL APPROVES ONLINE",8/23/2023,26758,"Not actual",NJ,"SCRAP CERTIFICATE OF TITLE",NJ,"SCRAP CERTIFICATE OF TITLE",NO,"NY - NEWBURGH","NY - NEWBURGH",03/14/2023,0,0,0,0,0,36035,0,0,BTBA,0,0,NO,
40371673,0,"READY FOR AUCTION","2022 VOLVO XC60 B5 MOMENTUM",YV4L12DK4N1920858,"FRONT END",,YES,NON-STARTS,"2.0L  4","Front-wheel Drive",NO,"X159 - KAJ INC","DO NOT CALL APPROVES ONLINE",8/23/2023,4823,"Not actual",NJ,"CERTIFICATE OF DESTRUCTION",NJ,"CERTIFICATE OF DESTRUCTION",NO,"NY - NEWBURGH","NY - NEWBURGH",03/14/2023,0,0,0,0,0,48359,0,0,BTBA,0,0,NO,
40369913,0,"READY FOR AUCTION","2020 HONDA ACCORD TOURING HYBRID",1HGCV3F95LA001490,"WATER FLOOD",,YES,DRIVES,"2.0L  4","Front-wheel Drive",NO,"X159 - KAJ INC","DO NOT CALL APPROVES ONLINE",8/23/2023,54950,Actual,NJ,"SCRAP CERTIFICATE OF TITLE",NJ,"SCRAP CERTIFICATE OF TITLE",NO,"NY - NEWBURGH","NY - NEWBURGH",03/07/2023,0,0,0,0,0,38348,0,0,BTBA,0,0,NO,
40369213,0,"READY FOR AUCTION","2022 TOYOTA HIGHLANDER XLE",5TDHZRBH7NS577760,"REAR END",,YES,DRIVES,"3.5L  6","All wheel drive",NO,"X159 - KAJ INC","DO NOT CALL APPROVES ONLINE",8/23/2023,6973,Actual,NJ,"CERT OF TITLE-SALVAGE",NJ,"CERT OF TITLE-SALVAGE",NO,"NY - NEWBURGH","NY - NEWBURGH",02/21/2023,0,0,0,0,0,49077,0,0,BTBA,0,0,NO,
40368703,0,"READY FOR AUCTION","2019 TOYOTA RAV4 XLE",JTMP1RFV5KD028360,"FRONT END",,YES,DRIVES,"2.5L  4","All wheel drive",NO,"X159 - KAJ INC","DO NOT CALL APPROVES ONLINE",8/23/2023,42528,Actual,NJ,"CERT OF TITLE-SALVAGE",NJ,"CERT OF TITLE-SALVAGE",NO,"NY - NEWBURGH","NY - NEWBURGH",03/07/2023,0,0,0,0,0,29954,0,0,BTBA,0,0,NO,
40368223,0,"READY FOR AUCTION","2021 SUBARU WRX ",JF1VA1A69M9800587,"REAR END",,YES,DRIVES,"2.0L  4","All wheel drive",NO,"X159 - KAJ INC","DO NOT CALL APPROVES ONLINE",8/23/2023,9615,Actual,NJ,"CERT OF TITLE-SALVAGE",NJ,"CERT OF TITLE-SALVAGE",NO,"NY - NEWBURGH","NY - NEWBURGH",02/28/2023,0,0,0,0,0,40092,0,0,BTBA,0,0,NO,
40367363,0,"READY FOR AUCTION","2022 TOYOTA HIGHLANDER XLE",5TDHZRBH6NS172361,"FRONT END",,YES,DRIVES,"3.5L  6","All wheel drive",NO,"X159 - KAJ INC","DO NOT CALL APPROVES ONLINE",8/23/2023,33733,Actual,NJ,"CERT OF TITLE-SALVAGE",NJ,"CERT OF TITLE-SALVAGE",NO,"NY - NEWBURGH","NY - NEWBURGH",03/05/2023,0,0,0,0,0,46491,0,0,BTBA,0,0,NO,
40365843,0,"READY FOR AUCTION","2022 CHEVROLET COLORADO Z71",1GCGTDEN7N1266814,"FRONT END",,YES,DRIVES,"3.6L  6",4x4,NO,"X159 - KAJ INC","DO NOT CALL APPROVES ONLINE",8/23/2023,9969,Actual,NJ,"CERTIFICATE OF DESTRUCTION",NJ,"CERTIFICATE OF DESTRUCTION",NO,"NY - NEWBURGH","NY - NEWBURGH",03/02/2023,0,0,0,0,0,40652,0,0,BTBA,0,0,NO,
40195103,0,"READY FOR AUCTION","2022 HONDA CIVIC SI",2HGFE1E50NH473634,"FRONT END",,YES,DRIVES,"1.5L  4","Front-wheel Drive",NO,"X159 - KAJ INC","DO NOT CALL APPROVES ONLINE",8/23/2023,6259,Actual,NJ,"CERT OF TITLE-SALVAGE",NJ,"CERT OF TITLE-SALVAGE",NO,"NY - NEWBURGH","NY - NEWBURGH",03/16/2023,0,0,0,0,0,36087,0,0,BTBA,0,0,NO,
40193983,0,"READY FOR AUCTION","2020 DODGE CHARGER SRT HELLCAT",2C3CDXL90LH179861,"ALL OVER",VANDALISM,YES,NON-STARTS,"6.2L  8","Rear-wheel drive",NO,"X159 - KAJ INC","DO NOT CALL APPROVES ONLINE",8/23/2023,0,"Not actual",NJ,"CERT OF TITLE-SALVAGE",NJ,"CERT OF TITLE-SALVAGE",NO,"NY - NEWBURGH","NY - NEWBURGH",05/30/2023,0,0,0,0,0,96342,0,0,BTBA,0,0,NO,
40192393,0,"READY FOR AUCTION","2020 JEEP WRANGLER UNLIMITED SPORT",1C4HJXDN7LW169822,"FRONT END",,YES,DRIVES,"2.0L  4",4x4,NO,"X159 - KAJ INC","DO NOT CALL APPROVES ONLINE",8/23/2023,55519,Actual,NJ,"CERT OF TITLE-SALVAGE",NJ,"CERT OF TITLE-SALVAGE",NO,"NY - NEWBURGH","NY - NEWBURGH",02/21/2023,0,0,0,0,0,36979,0,0,BTBA,0,0,NO,
40191803,0,"READY FOR AUCTION","2022 HONDA RIDGELINE BLACK EDITION",5FPYK3F84NB009778,"FRONT END",,YES,DRIVES,"3.5L  6","All wheel drive",NO,"X159 - KAJ INC","DO NOT CALL APPROVES ONLINE",8/23/2023,19523,Actual,NJ,"CERT OF TITLE-SALVAGE",NJ,"CERT OF TITLE-SALVAGE",NO,"NY - NEWBURGH","NY - NEWBURGH",06/12/2023,0,0,0,0,0,46247,0,0,BTBA,0,0,NO,
40191103,0,"READY FOR AUCTION","2020 SUBARU OUTBACK LIMITED",4S4BTANC4L3139801,ROLLOVER,,YES,DRIVES,"2.5L  4","All wheel drive",NO,"X159 - KAJ INC","DO NOT CALL APPROVES ONLINE",8/23/2023,27698,Actual,NJ,"CERT OF TITLE-SALVAGE",NJ,"CERT OF TITLE-SALVAGE",NO,"NY - NEWBURGH","NY - NEWBURGH",03/23/2023,0,0,0,0,0,33502,0,0,BTBA,0,0,NO,
40190383,0,"READY FOR AUCTION","2022 TOYOTA 4RUNNER TRD",JTERU5JR1N5985890,"FRONT END",,YES,DRIVES,"4.0L  6",4x4,NO,"X159 - KAJ INC","DO NOT CALL APPROVES ONLINE",8/23/2023,16297,"Not actual",NJ,"CERT OF TITLE-SALVAGE",NJ,"CERT OF TITLE-SALVAGE",NO,"NY - NEWBURGH","NY - NEWBURGH",02/27/2023,0,0,0,0,0,58949,0,0,BTBA,0,0,NO,
40189573,0,"READY FOR AUCTION","2019 VANDERHALL VENICE ",7KGTV1V18KR000992,"FRONT END",,YES,DRIVES,,"Rear wheel",NO,"X159 - KAJ INC","DO NOT CALL APPROVES ONLINE",8/23/2023,3682,Actual,NJ,"CERT OF TITLE-SALVAGE",NJ,"CERT OF TITLE-SALVAGE",NO,"NY - NEWBURGH","NY - NEWBURGH",02/21/2023,0,0,0,0,0,32352,0,0,BTBA,0,0,NO,
40187603,0,"READY FOR AUCTION","2022 VOLKSWAGEN TAOS S",3VVAX7B28NM035642,"FRONT END",,YES,DRIVES,"1.5L  4","All wheel drive",NO,"X159 - KAJ INC","DO NOT CALL APPROVES ONLINE",8/23/2023,10168,Actual,NJ,"CERT OF TITLE-SALVAGE",NJ,"CERT OF TITLE-SALVAGE",NO,"NY - NEWBURGH","NY - NEWBURGH",04/18/2023,0,0,0,0,0,30443,0,0,BTBA,0,0,NO,
40186983,0,"READY FOR AUCTION","2022 HONDA HR-V EX",3CZRU5H51NM735061,"FRONT END",,YES,DRIVES,"1.8L  4","Front-wheel Drive",NO,"X159 - KAJ INC","DO NOT CALL APPROVES ONLINE",8/23/2023,1506,Actual,NJ,"CERT OF TITLE-SALVAGE",NJ,"CERT OF TITLE-SALVAGE",NO,"NY - NEWBURGH","NY - NEWBURGH",03/21/2023,0,0,0,0,0,31395,0,0,BTBA,0,0,NO,
40371083,0,"READY FOR AUCTION","2021 FORD F150 SUPERCREW",1FTEW1EP9MFC70718,"FRONT END",,YES,DRIVES,"2.7L V6",4x4,NO,"X159 - KAJ INC","DO NOT CALL APPROVES ONLINE",8/23/2023,15657,Actual,NJ,"CERTIFICATE OF TITLE",NJ,"CERTIFICATE OF TITLE",NO,"NY - NEWBURGH","NY - NEWBURGH",05/04/2023,0,0,0,0,0,51998,0,0,BTBA,0,0,NO,
40153943,0,"READY FOR AUCTION","2021 VOLVO XC90 T5 MOMENTUM",YV4102PK7M1741685,"FRONT END",,YES,DRIVES,"2.0L  4","All wheel drive",NO,"X159 - KAJ INC","DO NOT CALL APPROVES ONLINE",8/23/2023,15013,Actual,NJ,"CERT OF TITLE-SALVAGE",NJ,"CERT OF TITLE-SALVAGE",NO,"NY - NEWBURGH","NY - NEWBURGH",03/09/2023,0,0,0,0,0,49203,0,0,BTBA,0,0,NO,
40050703,0,"READY FOR AUCTION","2023 NISSAN PATHFINDER PLATINUM",5N1DR3DJ5PC206222,"FRONT END",,YES,DRIVES,"3.5L  6",4x4,NO,"X159 - KAJ INC","DO NOT CALL APPROVES ONLINE",8/23/2023,903,Actual,NJ,"CERT OF TITLE-SALVAGE",NJ,"CERT OF TITLE-SALVAGE",NO,"NY - NEWBURGH","NY - NEWBURGH",02/17/2023,0,0,0,0,0,57138,0,0,BTBA,0,0,NO,
40047293,0,"READY FOR AUCTION","2021 ACURA RDX ",5J8TC2H36ML023979,"ALL OVER",,YES,DRIVES,"2.0L  4","All wheel drive",NO,"X159 - KAJ INC","DO NOT CALL APPROVES ONLINE",8/23/2023,17670,"Not actual",NY,"MV-907A SALVAGE CERTIFICATE",NY,"MV-907A SALVAGE CERTIFICATE",NO,"NY - NEWBURGH","NY - NEWBURGH",03/23/2023,0,0,0,0,0,40755,0,0,BTBA,0,0,NO,
40045643,0,"READY FOR AUCTION","2022 CHEVROLET COLORADO LT",1GCHTCEN1N1115952,SIDE,"ALL OVER",YES,DRIVES,"3.6L  6",4x4,NO,"X159 - KAJ INC","DO NOT CALL APPROVES ONLINE",8/23/2023,7683,Actual,NJ,"CERT OF TITLE-SALVAGE",NJ,"CERT OF TITLE-SALVAGE",NO,"NY - NEWBURGH","NY - NEWBURGH",03/14/2023,0,0,0,0,0,39811,0,0,BTBA,0,0,NO,
40045043,0,"READY FOR AUCTION","2021 JEEP WRANGLER UNLIMITED SPORT",1C4HJXDN4MW866334,"FRONT END",,YES,DRIVES,"2.0L  4",4x4,NO,"X159 - KAJ INC","DO NOT CALL APPROVES ONLINE",8/23/2023,19281,Actual,NY,"MV-907A SALVAGE CERTIFICATE",NY,"MV-907A SALVAGE CERTIFICATE",NO,"NY - NEWBURGH","NY - NEWBURGH",03/02/2023,0,0,0,0,0,42422,0,0,BTBA,0,0,NO,
40043753,0,"READY FOR AUCTION","2020 RAM PROMASTER 3500",3C6URVJG4LE144217,"FRONT END",,YES,DRIVES,"3.6L  6","Front-wheel Drive",NO,"X159 - KAJ INC","DO NOT CALL APPROVES ONLINE",8/23/2023,16812,Actual,NY,"MV-907A SALVAGE CERTIFICATE",NY,"MV-907A SALVAGE CERTIFICATE",NO,"NY - NEWBURGH","NY - NEWBURGH",03/30/2023,0,0,0,0,0,52658,0,0,BTBA,0,0,NO,
40033313,0,"READY FOR AUCTION","2022 BMW X3 XDRIVE30I",5UX53DP05N9L49523,"FRONT END",,YES,NON-STARTS,"2.0L  4","All wheel drive",NO,"X159 - KAJ INC","DO NOT CALL APPROVES ONLINE",8/23/2023,7617,Actual,NJ,"CERT OF TITLE-SALVAGE",NJ,"CERT OF TITLE-SALVAGE",NO,"NY - NEWBURGH","NY - NEWBURGH",02/16/2023,0,0,0,0,0,52417,0,0,BTBA,0,0,NO,
40031023,0,"READY FOR AUCTION","2022 TOYOTA COROLLA SE",JTND4MBE3N3187676,"FRONT END",,YES,DRIVES,"2.0L  4","Front wheel",NO,"X159 - KAJ INC","DO NOT CALL APPROVES ONLINE",8/23/2023,1243,Actual,NJ,"CERTIFICATE OF TITLE",NJ,"CERTIFICATE OF TITLE",NO,"NY - NEWBURGH","NY - NEWBURGH",03/02/2023,0,0,0,0,0,29261,0,0,BTBA,0,0,NO,
40030313,0,"READY FOR AUCTION","2023 ACURA MDX TECHNOLOGY",5J8YD9H40PL001940,"FRONT END",,YES,NON-STARTS,"3.5L  6","Front wheel",NO,"X159 - KAJ INC","DO NOT CALL APPROVES ONLINE",8/23/2023,2898,"Not actual",NJ,"CERT OF TITLE-SALVAGE",NJ,"CERT OF TITLE-SALVAGE",NO,"NY - NEWBURGH","NY - NEWBURGH",02/21/2023,0,0,0,0,0,59849,0,0,BTBA,0,0,NO,
40029813,0,"READY FOR AUCTION","2021 BMW M340I ",3MW5U7J05M8B56657,"FRONT END",,YES,DRIVES,"3.0L  6","Rear wheel",NO,"X159 - KAJ INC","DO NOT CALL APPROVES ONLINE",8/23/2023,0,"Not actual",NJ,"CERT OF TITLE-SALVAGE",NJ,"CERT OF TITLE-SALVAGE",NO,"NY - NEWBURGH","NY - NEWBURGH",02/16/2021,0,0,0,0,0,59690,0,0,BTBA,0,0,NO,
40029143,0,"READY FOR AUCTION","2023 KIA SPORTAGE X LINE",KNDPYDAH7P7026583,"FRONT END",,YES,DRIVES,"1.6L  4","All wheel drive",NO,"X159 - KAJ INC","DO NOT CALL APPROVES ONLINE",8/23/2023,2410,Actual,NJ,"CERT OF TITLE-SALVAGE",NJ,"CERT OF TITLE-SALVAGE",NO,"NY - NEWBURGH","NY - NEWBURGH",05/04/2023,0,0,0,0,0,42753,0,0,BTBA,0,0,NO,
40028143,0,"READY FOR AUCTION","2023 GMC YUKON DENALI ULTIMATE",1GKS2EKL6PR165066,"ALL OVER",,YES,DRIVES,"6.2L  8",4x4,NO,"X159 - KAJ INC","DO NOT CALL APPROVES ONLINE",8/23/2023,2050,Actual,NJ,"CERT OF TITLE-SALVAGE",NJ,"CERT OF TITLE-SALVAGE",NO,"NY - NEWBURGH","NY - NEWBURGH",03/28/2023,0,0,0,0,0,119364,0,0,BTBA,0,0,NO,
40026633,0,"READY FOR AUCTION","2022 CHEVROLET COLORADO ",1GCGTBEN4N1219034,"FRONT END",,YES,DRIVES,"3.6L  6",4x4,NO,"X159 - KAJ INC","DO NOT CALL APPROVES ONLINE",8/23/2023,6386,Actual,NJ,"CERT OF TITLE-SALVAGE",NJ,"CERT OF TITLE-SALVAGE",NO,"NY - NEWBURGH","NY - NEWBURGH",02/16/2023,0,0,0,0,0,42847,0,0,BTBA,0,0,NO,
39917473,0,"READY FOR AUCTION","2021 LEXUS UX 250 H",JTHX9JBH0M2046613,"FRONT END",,YES,DRIVES,"2.0L  4","All wheel drive",NO,"X159 - KAJ INC","DO NOT CALL APPROVES ONLINE",8/23/2023,31425,Actual,NJ,"CERT OF TITLE-SALVAGE",NJ,"CERT OF TITLE-SALVAGE",NO,"NY - NEWBURGH","NY - NEWBURGH",05/02/2023,0,0,0,0,0,37865,0,0,BTBA,0,0,NO,
39916963,0,"READY FOR AUCTION","2021 VOLKSWAGEN GTI S",3VW5T7AU2MM009807,"FRONT END",,YES,DRIVES,"2.0L  4","Front wheel",NO,"X159 - KAJ INC","DO NOT CALL APPROVES ONLINE",8/23/2023,15522,Actual,NJ,"CERT OF TITLE-SALVAGE",NJ,"CERT OF TITLE-SALVAGE",NO,"NY - NEWBURGH","NY - NEWBURGH",05/11/2023,0,0,0,0,0,37433,0,0,BTBA,0,0,NO,
39915843,0,"READY FOR AUCTION","2022 BMW X5 XDRIVE45E",5UXTA6C0XN9M53276,"ALL OVER",,YES,DRIVES,"3.0L  6","All wheel drive",NO,"X159 - KAJ INC","DO NOT CALL APPROVES ONLINE",8/23/2023,4859,"Not actual",NJ,"CERT OF TITLE-SALVAGE",NJ,"CERT OF TITLE-SALVAGE",NO,"NY - NEWBURGH","NY - NEWBURGH",02/23/2023,0,0,0,0,0,69850,0,0,BTBA,0,0,NO,
39914143,0,"READY FOR AUCTION","2016 BMW X5 XDRIVE50I",5UXKR6C55G0J79654,"FRONT END",,YES,DRIVES,"4.4L  8","All wheel drive",NO,"X159 - KAJ INC","DO NOT CALL APPROVES ONLINE",8/23/2023,77288,Actual,NJ,"CERT OF TITLE-SALVAGE",NJ,"CERT OF TITLE-SALVAGE",NO,"NY - NEWBURGH","NY - NEWBURGH",02/23/2023,0,0,0,0,0,35900,0,0,BTBA,0,0,NO,
39913643,0,"READY FOR AUCTION","2021 RANGE ROVER VELAR S",SALYJ2EX5MA316746,"ALL OVER",,YES,NON-STARTS,"2.0L  4","All wheel drive",NO,"X159 - KAJ INC","DO NOT CALL APPROVES ONLINE",8/23/2023,48693,Actual,NJ,"CERT OF TITLE-SALVAGE",NJ,"CERT OF TITLE-SALVAGE",NO,"NY - NEWBURGH","NY - NEWBURGH",02/16/2023,0,0,0,0,0,55335,0,0,BTBA,0,0,NO,
39913123,0,"READY FOR AUCTION","2019 HONDA RIDGELINE RTL",5FPYK3F70KB022336,"FRONT END",,YES,DRIVES,"3.5L  6","All wheel drive",NO,"X159 - KAJ INC","DO NOT CALL APPROVES ONLINE",8/23/2023,5407,"Not actual",NJ,"CERT OF TITLE-SALVAGE",NJ,"CERT OF TITLE-SALVAGE",NO,"NY - NEWBURGH","NY - NEWBURGH",03/16/2023,0,0,0,0,0,38645,0,0,BTBA,0,0,NO,
39912473,0,"READY FOR AUCTION","2021 CHEVROLET SILVERADO C1500 LTZ",3GCPWEED6MG203773,"WATER FLOOD",,YES,DRIVES,"5.3L  8","Rear wheel",NO,"X159 - KAJ INC","DO NOT CALL APPROVES ONLINE",8/23/2023,18820,"Not actual",NJ,"CERT OF TITLE-SALVAGE",NJ,"CERT OF TITLE-SALVAGE",NO,"NY - NEWBURGH","NY - NEWBURGH",03/21/2023,0,0,0,0,0,51582,0,0,BTBA,0,0,NO,
39827053,0,"READY FOR AUCTION","2022 HONDA PASSPORT ELITE",5FNYF8H09NB013360,"ALL OVER",,YES,DRIVES,"3.5L  6","All wheel drive",NO,"X159 - KAJ INC","DO NOT CALL APPROVES ONLINE",8/23/2023,16914,"Not actual",NJ,"CERTIFICATE OF TITLE",NJ,"CERTIFICATE OF TITLE",NO,"NY - NEWBURGH","NY - NEWBURGH",03/27/2023,0,0,0,0,0,46200,0,0,BTBA,0,0,NO,
39737903,0,"READY FOR AUCTION","2020 KIA STINGER ",KNAE15LA4L6072757,SIDE,,YES,DRIVES,"2.0L  4","Rear wheel",NO,"X159 - KAJ INC","DO NOT CALL APPROVES ONLINE",8/23/2023,31681,Actual,NJ,"CERT OF TITLE-SALVAGE",NJ,"CERT OF TITLE-SALVAGE",NO,"NY - NEWBURGH","NY - NEWBURGH",02/23/2023,0,0,0,0,0,38227,0,0,BTBA,0,0,NO,
39737053,0,"READY FOR AUCTION","2016 JEEP WRANGLER UNLIMITED SPORT",1C4BJWKG5GL293390,"FRONT END",,YES,DRIVES,"3.6L  6",4x4,NO,"X159 - KAJ INC","DO NOT CALL APPROVES ONLINE",8/23/2023,77925,Actual,NJ,"CERTIFICATE OF DESTRUCTION",NJ,"CERTIFICATE OF DESTRUCTION",NO,"NY - NEWBURGH","NY - NEWBURGH",03/23/2023,0,0,0,0,0,27038,0,0,BTBA,0,0,NO,
39736523,0,"READY FOR AUCTION","2021 TESLA MODEL PLAID",5YJSA1E67MF450776,"FRONT END",,YES,DRIVES,,"All wheel drive",NO,"X159 - KAJ INC","DO NOT CALL APPROVES ONLINE",8/23/2023,8220,"Not actual",NJ,"CERT OF TITLE-SALVAGE",NJ,"CERT OF TITLE-SALVAGE",NO,"NY - NEWBURGH","NY - NEWBURGH",05/04/2023,0,0,0,0,0,134695,0,0,BTBA,0,0,NO,
39735503,0,"READY FOR AUCTION","1951 CADILLAC SERIES 62 ",516245719,"WATER FLOOD",,YES,DRIVES,,"Rear wheel",NO,"X159 - KAJ INC","DO NOT CALL APPROVES ONLINE",8/23/2023,60001,"Exceeds mechanical limits",NJ,"CERT OF TITLE-SALVAGE",NJ,"CERT OF TITLE-SALVAGE",NO,"NY - NEWBURGH","NY - NEWBURGH",02/16/2023,0,0,0,0,0,58277,0,0,BTBA,0,0,NO,
39734663,0,"READY FOR AUCTION","2021 FORD EXPLORER ST",1FM5K8GC4MGB49700,"FRONT END",,YES,DRIVES,"3.0L  6",4x4,NO,"X159 - KAJ INC","DO NOT CALL APPROVES ONLINE",8/23/2023,11353,Actual,NJ,"CERT OF TITLE-SALVAGE",NJ,"CERT OF TITLE-SALVAGE",NO,"NY - NEWBURGH","NY - NEWBURGH",03/07/2023,0,0,0,0,0,59237,0,0,BTBA,0,0,NO,
39734003,0,"READY FOR AUCTION","2023 NISSAN MAXIMA PLATINUM",1N4AA6FV7PC503207,"FRONT END",,YES,DRIVES,"3.5L  6","Front wheel",NO,"X159 - KAJ INC","DO NOT CALL APPROVES ONLINE",8/23/2023,426,Actual,NJ,"CERT OF TITLE-SALVAGE",NJ,"CERT OF TITLE-SALVAGE",NO,"NY - NEWBURGH","NY - NEWBURGH",02/16/2023,0,0,0,0,0,48004,0,0,BTBA,0,0,NO,
39732523,0,"READY FOR AUCTION","2021 GMC SIERRA K1500 SLT",3GTU9DED9MG362064,"FRONT END",,YES,DRIVES,"5.3L  8",4x4,NO,"X159 - KAJ INC","DO NOT CALL APPROVES ONLINE",8/23/2023,13386,Actual,NJ,"CERT OF TITLE-SALVAGE",NJ,"CERT OF TITLE-SALVAGE",NO,"NY - NEWBURGH","NY - NEWBURGH",02/16/2023,0,0,0,0,0,62655,0,0,BTBA,0,0,NO,
39632863,0,"READY FOR AUCTION","2022 MAZDA MX-5 GRAND TOURING",JM1NDAM76N0501201,"FRONT END",,YES,DRIVES,"2.0L  4","Rear wheel",NO,"X159 - KAJ INC","DO NOT CALL APPROVES ONLINE",8/23/2023,2411,Actual,NJ,"CERT OF TITLE-SALVAGE",NJ,"CERT OF TITLE-SALVAGE",NO,"NY - NEWBURGH","NY - NEWBURGH",02/16/2023,0,0,0,0,0,40997,0,0,BTBA,0,0,NO,
39630123,0,"READY FOR AUCTION","2022 TOYOTA SIENNA XSE",5TDXRKECXNS080768,"FRONT END",,YES,DRIVES,"2.5L  4","Front wheel",NO,"X159 - KAJ INC","DO NOT CALL APPROVES ONLINE",8/23/2023,18174,Actual,NJ,"CERT OF TITLE-SALVAGE",NJ,"CERT OF TITLE-SALVAGE",NO,"NY - NEWBURGH","NY - NEWBURGH",02/14/2023,0,0,0,0,0,62085,0,0,BTBA,0,0,NO,
39521463,0,"READY FOR AUCTION","2018 MERCEDES-BENZ C 300 ",WDDWF4JBXJR416236,"FRONT END",,YES,DRIVES,"2.0L  4","Rear wheel",NO,"X159 - KAJ INC","DO NOT CALL APPROVES ONLINE",8/23/2023,34445,Actual,NJ,"CERT OF TITLE-SALVAGE",NJ,"CERT OF TITLE-SALVAGE",NO,"NY - NEWBURGH","NY - NEWBURGH",02/14/2023,0,0,0,0,0,37818,0,0,BTBA,0,0,NO,
39520493,0,"READY FOR AUCTION","2019 RANGE ROVER VELAR S",SALYB2FV7KA211021,"WATER FLOOD",,YES,NON-STARTS,"3.0L  6","All wheel drive",NO,"X159 - KAJ INC","DO NOT CALL APPROVES ONLINE",8/23/2023,0,"Not actual",NJ,"CERTIFICATE OF DESTRUCTION",NJ,"CERTIFICATE OF DESTRUCTION",NO,"NY - NEWBURGH","NY - NEWBURGH",02/14/2023,0,0,0,0,0,58302,0,0,BTBA,0,0,NO,
39519683,0,"READY FOR AUCTION","2022 HONDA CIVIC SPORT",19XFL2H8XNE011156,"ALL OVER",,YES,NON-STARTS,"2.0L  4","Front wheel",NO,"X159 - KAJ INC","DO NOT CALL APPROVES ONLINE",8/23/2023,0,"Not actual",NJ,"CERT OF TITLE-SALVAGE",NJ,"CERT OF TITLE-SALVAGE",NO,"NY - NEWBURGH","NY - NEWBURGH",03/21/2023,0,0,0,0,0,33999,0,0,BTBA,0,0,NO,
39515843,0,"READY FOR AUCTION","2018 FORD FUSION TITANIUM",3FA6P0D98JR247594,"REAR END",,YES,DRIVES,"2.0L  4","All wheel drive",NO,"X159 - KAJ INC","DO NOT CALL APPROVES ONLINE",8/23/2023,40628,Actual,NJ,"CERT OF TITLE-SALVAGE",NJ,"CERT OF TITLE-SALVAGE",NO,"NY - NEWBURGH","NY - NEWBURGH",02/14/2023,0,0,0,0,0,25498,0,0,BTBA,0,0,NO,
39514243,0,"READY FOR AUCTION","2021 HONDA PASSPORT ELITE",5FNYF8H02MB000576,"ALL OVER",,YES,DRIVES,"3.5L  6","All wheel drive",NO,"X159 - KAJ INC","DO NOT CALL APPROVES ONLINE",8/23/2023,31283,Actual,NJ,"CERT OF TITLE-SALVAGE",NJ,"CERT OF TITLE-SALVAGE",NO,"NY - NEWBURGH","NY - NEWBURGH",03/07/2023,0,0,0,0,0,38087,0,0,BTBA,0,0,NO,
39513513,0,"READY FOR AUCTION","2019 CHEVROLET TAHOE K1500 PREMIER",1GNSKCKC8KR106908,"FRONT END",,YES,DRIVES,"5.3L  8","4x4 w/Rear Wheel Drv",NO,"X159 - KAJ INC","DO NOT CALL APPROVES ONLINE",8/23/2023,44491,"Not actual",NJ,"CERT OF TITLE-SALVAGE",NJ,"CERT OF TITLE-SALVAGE",NO,"NY - NEWBURGH","NY - NEWBURGH",04/04/2023,0,0,0,0,0,57834,0,0,BTBA,0,0,NO,
39505273,0,"READY FOR AUCTION","2022 TOYOTA 4RUNNER SR5",JTEFU5JR9N5273856,"WATER FLOOD",,YES,DRIVES,"4.0L  6","Rear wheel",NO,"X159 - KAJ INC","DO NOT CALL APPROVES ONLINE",8/23/2023,1042,Actual,NJ,"SCRAP CERTIFICATE OF TITLE",NJ,"SCRAP CERTIFICATE OF TITLE",NO,"NY - NEWBURGH","NY - NEWBURGH",02/21/2023,0,0,0,0,0,53946,0,0,BTBA,0,0,NO,
39274613,0,"READY FOR AUCTION","2021 JEEP GRAND CHEROKEE TRACKHAWK",1C4RJFN90MC500307,"FRONT END",,YES,NON-STARTS,"6.2L  8",4x4,NO,"X159 - KAJ INC","DO NOT CALL APPROVES ONLINE",8/23/2023,33000,Actual,NJ,"CERT OF TITLE-SALVAGE",NJ,"CERT OF TITLE-SALVAGE",NO,"NY - NEWBURGH","NY - NEWBURGH",03/30/2023,0,0,0,0,0,116517,0,0,BTBA,0,0,NO,
39252083,0,"READY FOR AUCTION","2011 MERCEDES-BENZ GL 550 4MATIC",4JGBF8GE6BA750051,"FRONT END",,YES,DRIVES,"5.5L  8","All wheel drive",NO,"X159 - KAJ INC","DO NOT CALL APPROVES ONLINE",8/23/2023,77187,Actual,NJ,"CERT OF TITLE-SALVAGE",NJ,"CERT OF TITLE-SALVAGE",NO,"NY - NEWBURGH","NY - NEWBURGH",02/10/2023,0,0,0,0,0,15755,0,0,BTBA,0,0,NO,
